stat_date,證券代號,證券名稱,年度,月份,營收,備註
2024-07-01,6657,華安,2024,7,610,113年7月較112年7月營收增加247仟元，變動68.04%，主係勞務收入成長。
2024-07-01,6782,視陽,2024,7,331866,主係去年同期受客戶庫存調整影響，使得基期較低。
2024-07-01,6794,向榮生技-創,2024,7,2603,本月營業收入較去年同期增加，主係勞務收入增加所致。
2024-07-01,6796,晉弘,2024,7,37739,
2024-07-01,6838,台新藥,2024,7,0,本月未認列收入
2024-07-01,6861,睿生光電,2024,7,167065,
2024-07-01,6885,全福生技,2024,7,0,本月無營收
2024-07-01,6919,康霈*,2024,7,0,本期健康食品銷售較去年同期減少
2024-07-01,6931,青松健康,2024,7,82498,
2024-07-01,6949,沛爾生醫-創,2024,7,1736,
2024-07-01,6955,邦睿生技-創,2024,7,16369,各國消費市場需求增加所致
2024-07-01,1802,台玻,2024,7,3431269,
2024-07-01,1806,冠軍,2024,7,288435,
2024-07-01,1809,中釉,2024,7,187743,
2024-07-01,1810,和成,2024,7,398877,
2024-07-01,1817,凱撒衛,2024,7,239905,
2024-07-01,1903,士紙,2024,7,12781,
2024-07-01,1904,正隆,2024,7,3710394,
2024-07-01,1905,華紙,2024,7,1680809,
2024-07-01,1906,寶隆,2024,7,293690,
2024-07-01,1907,永豐餘,2024,7,6576215,
2024-07-01,1909,榮成,2024,7,3818722,
2024-07-01,6790,永豐實,2024,7,909582,
2024-07-01,2002,中鋼,2024,7,29273051,
2024-07-01,2006,東和鋼鐵,2024,7,5060861,
2024-07-01,2007,燁興,2024,7,613331,由於下游各家鋼廠庫存逐漸去化，公司銷量增加，且因去年同期銷量相對較低，使得本月份營收較去年同期增加比例達50%。
2024-07-01,2008,高興昌,2024,7,123820,
2024-07-01,2009,第一銅,2024,7,260123,
2024-07-01,2010,春源,2024,7,2064809,
2024-07-01,2012,春雨,2024,7,728867,
2024-07-01,2013,中鋼構,2024,7,1843793,
2024-07-01,2014,中鴻,2024,7,2558318,
2024-07-01,2015,豐興,2024,7,2784384,
2024-07-01,2017,官田鋼,2024,7,263698,
2024-07-01,2020,美亞,2024,7,358514,
2024-07-01,2022,聚亨,2024,7,635381,
2024-07-01,2023,燁輝,2024,7,5726665,
2024-07-01,2024,志聯,2024,7,95736,
2024-07-01,2025,千興,2024,7,66426,去年同期工廠進行歲修，接單意願低，造成營運基期低，故本月營收比去年同期大幅增加。
2024-07-01,2027,大成鋼,2024,7,7290028,
2024-07-01,2028,威致,2024,7,752921,
2024-07-01,2029,盛餘,2024,7,1097211,
2024-07-01,2030,彰源,2024,7,1052792,
2024-07-01,2031,新光鋼,2024,7,1071075,
2024-07-01,2032,新鋼,2024,7,238679,
2024-07-01,2033,佳大,2024,7,45110,
2024-07-01,2034,允強,2024,7,1280117,土耳其子公司因處高度通貨膨脹環境，應依IAS 29編製財報，故其本年度營收已按土耳其消費者物價指數波動率重述。
2024-07-01,2038,海光,2024,7,800905,
2024-07-01,2069,運錩,2024,7,905923,
2024-07-01,2211,長榮鋼,2024,7,968420,
2024-07-01,3004,豐達科,2024,7,305139,
2024-07-01,5007,三星,2024,7,613777,
2024-07-01,9958,世紀鋼,2024,7,919266,
2024-07-01,2101,南港,2024,7,894303,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準."
2024-07-01,2102,泰豐,2024,7,18963,"自美國反傾銷案後,衝擊本公司營收,又本公司觀音廠自112年2月起暫時停產,陸續影響本公司營收表現"
2024-07-01,2103,台橡,2024,7,3323815,
2024-07-01,2104,國際中橡,2024,7,2133084,
2024-07-01,2105,正新,2024,7,8180468,無。
2024-07-01,2106,建大,2024,7,2908217,
2024-07-01,2107,厚生,2024,7,112650,
2024-07-01,2108,南帝,2024,7,1006686,
2024-07-01,2109,華豐,2024,7,481342,
2024-07-01,2114,鑫永銓,2024,7,120842,
2024-07-01,6582,申豐,2024,7,160119,本月及本年累計營業收入受市場狀況影響，營收增加。
2024-07-01,1319,東陽,2024,7,2017106,
2024-07-01,1339,昭輝,2024,7,153125,
2024-07-01,1512,瑞利,2024,7,86415,
2024-07-01,1521,大億,2024,7,278492,
2024-07-01,1522,堤維西,2024,7,1691833,
2024-07-01,1524,耿鼎,2024,7,222814,
2024-07-01,1525,江申,2024,7,138813,
2024-07-01,1533,車王電,2024,7,162482,
2024-07-01,1536,和大,2024,7,504566,
2024-07-01,1563,巧新,2024,7,547262,
2024-07-01,1568,倉佑,2024,7,74263,
2024-07-01,1587,吉茂,2024,7,193441,
2024-07-01,2201,裕隆,2024,7,7328257,
2024-07-01,2204,中華,2024,7,3739519,
2024-07-01,2206,三陽工業,2024,7,5801493,
2024-07-01,2207,和泰車,2024,7,25569350,
2024-07-01,2227,裕日車,2024,7,1924508,
2024-07-01,2228,劍麟,2024,7,438113,
2024-07-01,2231,為升,2024,7,330241,
2024-07-01,2233,宇隆,2024,7,351333,
2024-07-01,2241,艾姆勒,2024,7,52475,
2024-07-01,2247,汎德永業,2024,7,5285419,
2024-07-01,2254,巨鎧精密-創,2024,7,84585,本月營收較去年同期營收增加，係因客戶訂單增加所致。
2024-07-01,2258,鴻華先進-創,2024,7,1011361,乘用車陸續交車，營收表現優於去年同期。
2024-07-01,2497,怡利電,2024,7,414211,
2024-07-01,3346,麗清,2024,7,795201,
2024-07-01,4551,智伸科,2024,7,760275,
2024-07-01,6288,聯嘉,2024,7,439825,
2024-07-01,6605,帝寶,2024,7,1677738,
2024-07-01,7732,金興精密,2024,7,57309,
2024-07-01,2302,麗正,2024,7,64986,
2024-07-01,2303,聯電,2024,7,20896877,
2024-07-01,2329,華泰,2024,7,1245429,
2024-07-01,2330,台積電,2024,7,256953058,
2024-07-01,2337,旺宏,2024,7,2405726,
2024-07-01,2338,光罩,2024,7,599687,
2024-07-01,2340,台亞,2024,7,339774,
2024-07-01,2342,茂矽,2024,7,175512,
2024-07-01,2344,華邦電,2024,7,7083403,
2024-07-01,2351,順德,2024,7,1000912,
2024-07-01,2363,矽統,2024,7,14147,客戶需求增加
2024-07-01,2369,菱生,2024,7,465921,
2024-07-01,2379,瑞昱,2024,7,10710173,無
2024-07-01,2388,威盛,2024,7,802695,
2024-07-01,2401,凌陽,2024,7,618743,
2024-07-01,2408,南亞科,2024,7,2745416,
2024-07-01,2434,統懋,2024,7,5833,
2024-07-01,2436,偉詮電,2024,7,281563,
2024-07-01,2441,超豐,2024,7,1291558,
2024-07-01,2449,京元電子,2024,7,2344622,"以上營收不含停業部門營收:113年7月846,692仟元暨112年7月807,857仟元;113年1~7月5,576,367仟元,暨112年1~7月5,329,301仟元。"
2024-07-01,2451,創見,2024,7,788630,
2024-07-01,2454,聯發科,2024,7,45609723,海外子公司之營收係以當月平均匯率換算之
2024-07-01,2458,義隆,2024,7,1098933,
2024-07-01,2481,強茂,2024,7,1098000,"本月營收淨額含功率元件及其他IC產品$1,087,364仟元及太陽能$22,102仟元，減銷退/折$11,466仟元"
2024-07-01,3006,晶豪科,2024,7,1030878,
2024-07-01,3014,聯陽,2024,7,566739,
2024-07-01,3016,嘉晶,2024,7,351309,
2024-07-01,3034,聯詠,2024,7,9267960,
2024-07-01,3035,智原,2024,7,961745,
2024-07-01,3041,揚智,2024,7,138946,本月營收較去年同期增加及本年累計營收較去年累計營收增加，係因客戶端需求增加，以致出貨量增加。
2024-07-01,3094,聯傑,2024,7,17598,
2024-07-01,3150,鈺寶-創,2024,7,39102,本月營收較去年同期增加，係因市場需求增加所致。
2024-07-01,3189,景碩,2024,7,2692121,
2024-07-01,3257,虹冠電,2024,7,76908,
2024-07-01,3413,京鼎,2024,7,1382084,客戶需求增加
2024-07-01,3443,創意,2024,7,2903133,
2024-07-01,3450,聯鈞,2024,7,644812,
2024-07-01,3530,晶相光,2024,7,176262,因監控系列產品營收較去年同期大幅成長所致。
2024-07-01,3532,台勝科,2024,7,1021061,
2024-07-01,3545,敦泰,2024,7,1210689,
2024-07-01,3583,辛耘,2024,7,754038,
2024-07-01,3588,通嘉,2024,7,138588,
2024-07-01,3592,瑞鼎,2024,7,2067886,
2024-07-01,3686,達能,2024,7,6335,本期營收與去年同期差異，主要係本期電子零組件材料交易量較去年同期多所致.
2024-07-01,3711,日月光投控,2024,7,51595954,
2024-07-01,4919,新唐,2024,7,2628884,
2024-07-01,4952,凌通,2024,7,255299,
2024-07-01,4961,天鈺,2024,7,1722901,
2024-07-01,4967,十銓,2024,7,2900354,品牌訂單價格上漲及出貨量增加。
2024-07-01,4968,立積,2024,7,300052,
2024-07-01,5222,全訊,2024,7,109418,
2024-07-01,5269,祥碩,2024,7,795345,
2024-07-01,5285,界霖,2024,7,442200,
2024-07-01,5471,松翰,2024,7,234465,
2024-07-01,6202,盛群,2024,7,228709,
2024-07-01,6239,力成,2024,7,6269673,
2024-07-01,6243,迅杰,2024,7,48695,
2024-07-01,6257,矽格,2024,7,1494445,
2024-07-01,6271,同欣電,2024,7,1044769,
2024-07-01,6423,億而得-創,2024,7,57626,
2024-07-01,6515,穎崴,2024,7,593965,受惠於全球AI及HPC客戶終端應用需求強勁持續拉貨，本月營收變動達50%以上。
2024-07-01,6526,達發,2024,7,1821325,因市場需求逐漸回溫，營收較去年同期增加。
2024-07-01,6531,愛普*,2024,7,339512,
2024-07-01,6533,晶心科,2024,7,116159,
2024-07-01,6552,易華電,2024,7,186693,
2024-07-01,6695,芯鼎,2024,7,90922,
2024-07-01,6719,力智,2024,7,323981,
2024-07-01,6756,威鋒電子,2024,7,155634,
2024-07-01,6770,力積電,2024,7,3803408,
2024-07-01,6789,采鈺,2024,7,919510,無
2024-07-01,6799,來頡,2024,7,74519,
2024-07-01,6937,天虹,2024,7,106943,無
2024-07-01,8016,矽創,2024,7,1497331,
2024-07-01,8028,昇陽半導體,2024,7,314777,
2024-07-01,8081,致新,2024,7,746288,
2024-07-01,8110,華東,2024,7,668987,
2024-07-01,8131,福懋科,2024,7,706068,
2024-07-01,8150,南茂,2024,7,2063385,
2024-07-01,8162,微矽電子-創,2024,7,102328,
2024-07-01,8261,富鼎,2024,7,265492,
2024-07-01,8271,宇瞻,2024,7,611872,
2024-07-01,2301,光寶科,2024,7,12865638,
2024-07-01,2305,全友,2024,7,64093,
2024-07-01,2324,仁寶,2024,7,76440030,無
2024-07-01,2331,精英,2024,7,1719777,
2024-07-01,2352,佳世達,2024,7,16291409,
2024-07-01,2353,宏��,2024,7,23451834,
2024-07-01,2356,英業達,2024,7,55533420,
2024-07-01,2357,華碩,2024,7,47328857,
2024-07-01,2362,藍天,2024,7,2159703,
2024-07-01,2364,倫飛,2024,7,113491,
2024-07-01,2365,昆盈,2024,7,89291,
2024-07-01,2376,技嘉,2024,7,19035807,AI訂單需求暢旺
2024-07-01,2377,微星,2024,7,15853346,
2024-07-01,2380,虹光,2024,7,143181,海外地區銷售增加。
2024-07-01,2382,廣達,2024,7,124262620,
2024-07-01,2387,精元,2024,7,2256455,
2024-07-01,2395,研華,2024,7,5031253,無
2024-07-01,2397,友通,2024,7,719128,對比去年同期，本月合併營收減少39.56%，本年累計合併營收減少45.35%，主係減少合併子公司Brainstorm Corporation股權所致。
2024-07-01,2399,映泰,2024,7,179501,
2024-07-01,2405,輔信,2024,7,149790,
2024-07-01,2417,圓剛,2024,7,323582,
2024-07-01,2425,承啟,2024,7,454217,
2024-07-01,2432,倚天酷��-創,2024,7,208192,
2024-07-01,2465,麗臺,2024,7,255025,
2024-07-01,2495,普安,2024,7,110294,
2024-07-01,3002,歐格,2024,7,59856,
2024-07-01,3005,神基,2024,7,3052995,
2024-07-01,3013,晟銘電,2024,7,1037453,"本月營收較去年同期增加,主要係客戶需求增加所致"
2024-07-01,3017,奇鋐,2024,7,6131081,
2024-07-01,3022,威強電,2024,7,621193,
2024-07-01,3046,建��,2024,7,891853,113年7月份營收較去年同期增加，主係大型專案業務成長。
2024-07-01,3057,喬鼎,2024,7,43824,
2024-07-01,3060,銘異,2024,7,287142,
2024-07-01,3231,緯創,2024,7,86190479,
2024-07-01,3416,融程電,2024,7,284362,自113年度起新增合併子公司 TL Electronic GmbH
2024-07-01,3494,誠研,2024,7,92593,113Q2為產業之旺季，銷售訂單較去年同期有逐步增加
2024-07-01,3515,華擎,2024,7,1992184,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異"
2024-07-01,3652,精聯,2024,7,186464,
2024-07-01,3701,大眾控,2024,7,1252642,
2024-07-01,3706,神達,2024,7,4807680,本月營收較去年同期增加，主係因大型雲端資料中心客戶需求維持增長及車用電子在北美市場持續穩健成長。
2024-07-01,3712,永崴投控,2024,7,1612409,主要係因子公司本月承接工程案件依進度認列收入
2024-07-01,4916,事欣科,2024,7,287387,
2024-07-01,4938,和碩,2024,7,96528903,
2024-07-01,5258,虹堡,2024,7,702173,
2024-07-01,6117,迎廣,2024,7,193638,
2024-07-01,6128,上福,2024,7,469702,
2024-07-01,6166,凌華,2024,7,848415,
2024-07-01,6206,飛捷,2024,7,376150,
2024-07-01,6230,尼得科超眾,2024,7,672280,
2024-07-01,6235,華孚,2024,7,480274,
2024-07-01,6277,宏正,2024,7,408937,
2024-07-01,6414,樺漢,2024,7,11759368,"以上申報之合併營收已排除停業單位營收。113年1至7月及112年1至7月累計合併營收(含停業單位)為80,797,476仟元及66,846,834仟元。"
2024-07-01,6579,研揚,2024,7,592884,"自112年5月起新增合併子公司捷波；113年1~7月併入其營收為772,630仟元"
2024-07-01,6669,緯穎,2024,7,31121386,主要係客戶需求強勁
2024-07-01,6928,攸泰科技,2024,7,88027,本月較去年同期減少，主要因客戶需求減少及颱風造成海運塞港，部分營收推遲至8月所致
2024-07-01,8114,振樺電,2024,7,1170262,
2024-07-01,8163,達方,2024,7,1770401,
2024-07-01,8210,勤誠,2024,7,1502967,終端客戶所需產品大量出貨
2024-07-01,9912,偉聯,2024,7,46579,
2024-07-01,2323,中環,2024,7,650311,
2024-07-01,2349,錸德,2024,7,634615,
2024-07-01,2374,佳能,2024,7,562693,
2024-07-01,2393,億光,2024,7,1835008,
2024-07-01,2406,國碩,2024,7,662709,主要係因子公司太陽能導電漿產品銷量增加所致。
2024-07-01,2409,友達,2024,7,24863565,
2024-07-01,2426,鼎元,2024,7,214683,咸瑞公司自113/2起非合併財務報表之子公司，不再納計合併營收。
2024-07-01,2429,銘旺科,2024,7,20440,本公司已於112年12月30日處分嵩達光電科技股份有限公司，自該日後嵩達營收將不納入合併。
2024-07-01,2438,翔耀,2024,7,31044,本期營業收入較去年同期明顯成長主要係因新增合併孫公司嵩達光電之營收
2024-07-01,2466,冠西電,2024,7,233011,
2024-07-01,2486,一詮,2024,7,476177,
2024-07-01,2489,瑞軒,2024,7,2346202,受惠於大型賽事來臨，客戶訂單增加，故本月營收較去年增加。
2024-07-01,2491,吉祥全,2024,7,16299,
2024-07-01,3008,大立光,2024,7,5434779,客戶拉貨動能較好
2024-07-01,3019,亞光,2024,7,2224952,
2024-07-01,3024,憶聲,2024,7,146021,
2024-07-01,3031,佰鴻,2024,7,107921,
2024-07-01,3038,全台,2024,7,296956,
2024-07-01,3049,精金,2024,7,126335,
2024-07-01,3050,鈺德,2024,7,114916,
2024-07-01,3051,力特,2024,7,159101,
2024-07-01,3059,華晶科,2024,7,617420,
2024-07-01,3149,正達,2024,7,203386,
2024-07-01,3168,眾福科,2024,7,278159,
2024-07-01,3356,奇偶,2024,7,96274,
2024-07-01,3406,玉晶光,2024,7,2275598,因客戶需求較去年同期增加，致使本年度累積營收優於去年同期。
2024-07-01,3437,榮創,2024,7,178137,
2024-07-01,3454,晶睿,2024,7,572165,
2024-07-01,3481,群創,2024,7,17653860,
2024-07-01,3504,揚明光,2024,7,244039,
2024-07-01,3535,晶彩科,2024,7,79145,本公司以銷售機台為主，113年7月出售機台較去年同期少，此為產業特性，尚屬正常。
2024-07-01,3543,州巧,2024,7,314419,
2024-07-01,3563,牧德,2024,7,110981,
2024-07-01,3576,聯合再生,2024,7,444595,太陽能市場需求減緩，導致本月營收較去年同月減少。
2024-07-01,3591,艾笛森,2024,7,217439,
2024-07-01,3622,洋華,2024,7,143522,
2024-07-01,3714,富采,2024,7,2292505,
2024-07-01,4934,太極,2024,7,45724,本月營收較去年同月減少，主係市場需求減緩所致。
2024-07-01,4942,嘉彰,2024,7,497053,
